Date (dd/mm/yyyy),CustomerID,PromotionID,Product ID,Sum of Units Sold,Sum of Price Per Unit,Sum of Total Sales,Sum of Discount Percentage,Discount Value,Net Sales
17-04-2022,6,PR001,P017,1,10499,10499,20,2099.8,8399.2
17-04-2022,8,PR001,P011,2,1499,2998,20,599.6,2398.4
17-04-2023,41,PR001,P016,2,24999,49998,20,9999.6,39998.4
17-04-2023,8,PR001,P020,1,12999,12999,20,2599.8,10399.2
17-04-2023,9,PR001,P016,2,24999,49998,20,9999.6,39998.4
17-05-2020,12,PR001,P010,3,2199,6597,20,1319.4,5277.6
17-05-2020,42,PR001,P021,2,1299,2598,20,519.6,2078.4
17-05-2021,19,PR001,P026,2,5499,10998,20,2199.6,8798.4
17-05-2021,24,PR001,P004,3,64999,194997,20,38999.4,155997.6
17-05-2021,8,PR001,P021,1,1299,1299,20,259.8,1039.2
17-05-2022,17,PR001,P008,1,5499,5499,20,1099.8,4399.2
17-05-2022,17,PR001,P020,2,12999,25998,20,5199.6,20798.4
17-05-2022,42,PR001,P015,2,8499,16998,20,3399.6,13598.4
17-05-2022,8,PR001,P021,2,1299,2598,20,519.6,2078.4
17-05-2022,9,PR001,P020,3,12999,38997,20,7799.4,31197.6
17-05-2023,21,PR001,P017,1,10499,10499,20,2099.8,8399.2
17-05-2023,30,PR001,P015,2,8499,16998,20,3399.6,13598.4
17-05-2023,47,PR001,P014,2,4999,9998,20,1999.6,7998.4
17-05-2023,47,PR001,P019,1,5999,5999,20,1199.8,4799.2
17-05-2023,8,PR001,P027,3,699,2097,20,419.4,1677.6
17-06-2020,49,0,P029,1,99,99,0,0,99
17-06-2022,39,0,P028,1,349,349,0,0,349
17-06-2022,4,0,P027,2,699,1398,0,0,1398
17-06-2022,45,0,P018,1,2299,2299,0,0,2299
17-07-2022,36,PR004,P006,1,7499,7499,50,3749.5,3749.5
17-07-2023,11,0,P001,2,79999,159998,0,0,159998
17-07-2023,17,0,P019,2,5999,11998,0,0,11998
17-07-2023,22,0,P011,2,1499,2998,0,0,2998
17-08-2020,22,0,P024,2,2799,5598,0,0,5598
17-08-2020,42,0,P019,1,5999,5999,0,0,5999
17-08-2020,48,0,P009,2,3499,6998,0,0,6998
17-08-2021,29,0,P002,2,69999,139998,0,0,139998
17-08-2021,32,0,P030,3,399,1197,0,0,1197
17-08-2021,44,0,P003,1,89999,89999,0,0,89999
17-08-2023,18,0,P021,2,1299,2598,0,0,2598
17-08-2023,31,0,P029,2,99,198,0,0,198
17-08-2023,9,0,P007,1,6999,6999,0,0,6999
17-09-2020,15,0,P010,1,2199,2199,0,0,2199
17-09-2020,15,0,P021,3,1299,3897,0,0,3897
17-09-2020,17,0,P004,1,64999,64999,0,0,64999
17-09-2020,36,0,P008,2,5499,10998,0,0,10998
17-09-2021,24,0,P024,1,2799,2799,0,0,2799
17-09-2021,44,0,P013,3,15999,47997,0,0,47997
17-09-2023,1,0,P005,1,92499,92499,0,0,92499
17-09-2023,36,0,P004,3,64999,194997,0,0,194997
17-10-2020,12,0,P001,2,79999,159998,0,0,159998
17-10-2020,12,0,P025,1,8999,8999,0,0,8999
17-10-2020,25,0,P017,3,10499,31497,0,0,31497
17-10-2020,26,0,P026,2,5499,10998,0,0,10998
17-10-2021,21,0,P016,2,24999,49998,0,0,49998
17-10-2023,21,0,P012,3,2999,8997,0,0,8997
17-10-2023,22,0,P009,3,3499,10497,0,0,10497
17-10-2023,29,0,P029,2,99,198,0,0,198
17-10-2023,32,0,P028,1,349,349,0,0,349
17-10-2023,34,0,P020,2,12999,25998,0,0,25998
17-10-2023,4,0,P014,2,4999,9998,0,0,9998
17-10-2023,7,0,P017,2,10499,20998,0,0,20998
17-11-2020,15,0,P014,1,4999,4999,0,0,4999
17-11-2020,21,0,P021,3,1299,3897,0,0,3897
17-11-2020,3,0,P010,3,2199,6597,0,0,6597
17-11-2020,35,0,P029,2,99,198,0,0,198
17-11-2020,37,0,P010,3,2199,6597,0,0,6597
17-11-2021,29,0,P001,3,79999,239997,0,0,239997
17-11-2021,41,0,P004,2,64999,129998,0,0,129998
17-11-2023,31,0,P011,2,1499,2998,0,0,2998
17-11-2023,32,0,P002,2,69999,139998,0,0,139998
17-11-2023,42,0,P005,3,92499,277497,0,0,277497
17-12-2020,6,0,P019,1,5999,5999,0,0,5999
17-12-2021,10,0,P013,3,15999,47997,0,0,47997
17-12-2021,20,0,P007,3,6999,20997,0,0,20997
17-12-2022,18,0,P024,3,2799,8397,0,0,8397
17-12-2022,4,0,P011,1,1499,1499,0,0,1499
17-12-2022,44,0,P011,3,1499,4497,0,0,4497
18-01-2020,16,0,P001,3,79999,239997,0,0,239997
18-01-2021,11,0,P027,1,699,699,0,0,699
18-01-2021,12,0,P005,3,92499,277497,0,0,277497
18-01-2021,3,0,P005,1,92499,92499,0,0,92499
18-01-2022,17,0,P011,1,1499,1499,0,0,1499
18-01-2022,42,0,P025,1,8999,8999,0,0,8999
18-01-2023,15,0,P017,3,10499,31497,0,0,31497
18-02-2020,34,0,P026,3,5499,16497,0,0,16497
18-02-2021,1,0,P004,3,64999,194997,0,0,194997
18-02-2021,7,0,P006,3,7499,22497,0,0,22497
18-02-2022,10,0,P017,3,10499,31497,0,0,31497
18-02-2022,18,0,P012,2,2999,5998,0,0,5998
18-02-2022,29,0,P006,3,7499,22497,0,0,22497
18-02-2022,39,0,P026,2,5499,10998,0,0,10998
18-02-2022,50,0,P028,2,349,698,0,0,698
18-02-2023,17,0,P014,3,4999,14997,0,0,14997
18-02-2023,43,0,P029,1,99,99,0,0,99
18-03-2020,35,0,P013,2,15999,31998,0,0,31998
18-03-2020,35,0,P026,2,5499,10998,0,0,10998
18-03-2021,12,0,P022,2,1999,3998,0,0,3998
18-03-2021,29,0,P009,3,3499,10497,0,0,10497
18-03-2021,4,0,P002,3,69999,209997,0,0,209997
18-03-2022,45,0,P030,2,399,798,0,0,798
18-03-2022,6,0,P010,1,2199,2199,0,0,2199
18-03-2023,31,0,P018,1,2299,2299,0,0,2299
18-03-2023,40,0,P024,2,2799,5598,0,0,5598
18-03-2023,44,0,P007,1,6999,6999,0,0,6999
18-04-2020,49,PR001,P013,3,15999,47997,20,9599.4,38397.6
18-04-2021,17,PR001,P017,1,10499,10499,20,2099.8,8399.2
18-04-2021,33,PR001,P013,3,15999,47997,20,9599.4,38397.6
18-04-2021,36,PR001,P029,1,99,99,20,19.8,79.2
18-04-2023,17,PR001,P029,3,99,297,20,59.4,237.6
18-04-2023,9,PR001,P013,2,15999,31998,20,6399.6,25598.4
18-05-2020,17,PR001,P005,3,92499,277497,20,55499.4,221997.6
18-05-2020,32,PR001,P006,2,7499,14998,20,2999.6,11998.4
18-05-2020,46,PR001,P008,1,5499,5499,20,1099.8,4399.2
18-05-2021,12,PR001,P014,3,4999,14997,20,2999.4,11997.6
18-05-2021,9,PR001,P021,2,1299,2598,20,519.6,2078.4
18-05-2022,19,PR001,P017,2,10499,20998,20,4199.6,16798.4
18-05-2022,20,PR001,P013,2,15999,31998,20,6399.6,25598.4
18-05-2023,11,PR001,P017,3,10499,31497,20,6299.4,25197.6
18-05-2023,16,PR001,P017,1,10499,10499,20,2099.8,8399.2
18-06-2020,10,0,P010,3,2199,6597,0,0,6597
18-06-2020,33,0,P006,1,7499,7499,0,0,7499
18-06-2021,10,0,P030,1,399,399,0,0,399
18-06-2021,26,0,P008,2,5499,10998,0,0,10998
18-06-2021,7,0,P028,1,349,349,0,0,349
18-06-2022,29,0,P030,1,399,399,0,0,399
18-06-2022,32,0,P007,2,6999,13998,0,0,13998
18-06-2022,4,0,P003,2,89999,179998,0,0,179998
18-06-2022,47,0,P026,2,5499,10998,0,0,10998
18-06-2022,6,0,P002,2,69999,139998,0,0,139998
18-06-2023,32,0,P026,3,5499,16497,0,0,16497
18-06-2023,5,0,P002,3,69999,209997,0,0,209997
18-07-2020,1,PR004,P030,1,399,399,50,199.5,199.5
18-07-2020,30,PR004,P001,2,79999,159998,50,79999,79999
18-07-2021,32,PR004,P008,3,5499,16497,50,8248.5,8248.5
18-07-2022,1,0,P009,2,3499,6998,0,0,6998
18-07-2022,49,0,P014,3,4999,14997,0,0,14997
18-07-2023,10,0,P030,2,399,798,0,0,798
18-07-2023,30,0,P004,3,64999,194997,0,0,194997
18-08-2020,12,0,P028,2,349,698,0,0,698
18-08-2020,12,0,P030,2,399,798,0,0,798
18-08-2020,24,0,P006,1,7499,7499,0,0,7499
18-08-2020,44,0,P014,2,4999,9998,0,0,9998
18-08-2021,34,0,P030,3,399,1197,0,0,1197
18-08-2021,42,0,P018,3,2299,6897,0,0,6897
18-08-2022,25,0,P012,1,2999,2999,0,0,2999
18-08-2022,48,0,P016,1,24999,24999,0,0,24999
18-09-2020,14,0,P025,2,8999,17998,0,0,17998
18-09-2020,22,0,P010,2,2199,4398,0,0,4398
18-09-2020,30,0,P009,3,3499,10497,0,0,10497
18-09-2020,48,0,P024,1,2799,2799,0,0,2799
18-09-2021,16,0,P024,3,2799,8397,0,0,8397
18-09-2021,26,0,P024,1,2799,2799,0,0,2799
18-09-2021,4,0,P002,2,69999,139998,0,0,139998
18-09-2023,40,0,P025,2,8999,17998,0,0,17998
18-10-2020,15,0,P015,1,8499,8499,0,0,8499
18-10-2020,33,0,P002,2,69999,139998,0,0,139998
18-10-2021,28,0,P010,1,2199,2199,0,0,2199
18-10-2021,47,0,P016,1,24999,24999,0,0,24999
18-10-2022,38,0,P003,2,89999,179998,0,0,179998
18-10-2023,24,0,P027,3,699,2097,0,0,2097
18-10-2023,46,0,P017,1,10499,10499,0,0,10499
18-11-2020,14,0,P030,2,399,798,0,0,798
18-11-2020,45,0,P013,3,15999,47997,0,0,47997
18-11-2021,42,0,P016,3,24999,74997,0,0,74997
18-11-2022,36,0,P020,3,12999,38997,0,0,38997
18-11-2022,47,0,P001,1,79999,79999,0,0,79999
18-11-2023,26,0,P004,2,64999,129998,0,0,129998
18-11-2023,28,0,P028,3,349,1047,0,0,1047
18-11-2023,50,0,P003,2,89999,179998,0,0,179998
18-11-2023,8,0,P028,1,349,349,0,0,349
18-12-2020,29,0,P017,2,10499,20998,0,0,20998
18-12-2020,35,0,P023,2,1499,2998,0,0,2998
18-12-2020,49,0,P001,1,79999,79999,0,0,79999
18-12-2021,12,0,P025,1,8999,8999,0,0,8999
18-12-2021,17,0,P024,2,2799,5598,0,0,5598
18-12-2021,39,0,P030,1,399,399,0,0,399
18-12-2022,1,0,P020,3,12999,38997,0,0,38997
18-12-2022,42,0,P013,2,15999,31998,0,0,31998
18-12-2023,37,PR005,P017,1,10499,10499,70,7349.3,3149.7
18-12-2023,41,PR005,P007,1,6999,6999,70,4899.3,2099.7
19-01-2020,10,0,P003,3,89999,269997,0,0,269997
19-01-2020,18,0,P018,2,2299,4598,0,0,4598
19-01-2020,19,0,P019,3,5999,17997,0,0,17997
19-01-2020,36,0,P006,2,7499,14998,0,0,14998
19-01-2020,5,0,P001,3,79999,239997,0,0,239997
19-01-2021,40,0,P004,1,64999,64999,0,0,64999
19-01-2021,40,0,P019,2,5999,11998,0,0,11998
19-01-2022,34,0,P012,3,2999,8997,0,0,8997
19-01-2022,41,0,P003,1,89999,89999,0,0,89999
19-01-2022,48,0,P018,2,2299,4598,0,0,4598
19-01-2023,16,0,P026,1,5499,5499,0,0,5499
19-01-2023,29,0,P029,1,99,99,0,0,99
19-01-2023,50,0,P017,3,10499,31497,0,0,31497
19-02-2020,29,0,P020,2,12999,25998,0,0,25998
19-02-2021,18,0,P005,1,92499,92499,0,0,92499
19-02-2022,27,0,P004,3,64999,194997,0,0,194997
19-02-2023,10,0,P004,3,64999,194997,0,0,194997
19-02-2023,35,0,P002,3,69999,209997,0,0,209997
19-02-2023,36,0,P013,2,15999,31998,0,0,31998
19-03-2020,19,0,P001,1,79999,79999,0,0,79999
19-03-2020,27,0,P020,3,12999,38997,0,0,38997
19-03-2020,35,0,P008,1,5499,5499,0,0,5499
19-03-2023,1,0,P002,1,69999,69999,0,0,69999
19-03-2023,15,0,P017,2,10499,20998,0,0,20998
19-03-2023,40,0,P016,3,24999,74997,0,0,74997
19-03-2023,5,0,P017,3,10499,31497,0,0,31497
19-03-2023,9,0,P022,1,1999,1999,0,0,1999
19-04-2020,24,PR001,P003,3,89999,269997,20,53999.4,215997.6
19-04-2021,33,PR001,P010,1,2199,2199,20,439.8,1759.2
19-04-2021,34,PR001,P024,1,2799,2799,20,559.8,2239.2
19-04-2022,36,PR001,P007,1,6999,6999,20,1399.8,5599.2
19-04-2022,46,PR001,P013,2,15999,31998,20,6399.6,25598.4
19-04-2023,12,PR001,P022,3,1999,5997,20,1199.4,4797.6
19-04-2023,26,PR001,P010,1,2199,2199,20,439.8,1759.2
19-04-2023,32,PR001,P002,1,69999,69999,20,13999.8,55999.2
19-04-2023,32,PR001,P022,1,1999,1999,20,399.8,1599.2
19-04-2023,35,PR001,P017,3,10499,31497,20,6299.4,25197.6
19-04-2023,46,PR001,P008,3,5499,16497,20,3299.4,13197.6
19-05-2020,20,PR001,P013,1,15999,15999,20,3199.8,12799.2
19-05-2020,27,PR001,P021,1,1299,1299,20,259.8,1039.2
19-05-2020,7,PR001,P017,3,10499,31497,20,6299.4,25197.6
19-05-2020,9,PR001,P014,1,4999,4999,20,999.8,3999.2
19-05-2022,24,PR001,P005,2,92499,184998,20,36999.6,147998.4
19-05-2022,24,PR001,P022,1,1999,1999,20,399.8,1599.2
19-05-2022,28,PR001,P027,3,699,2097,20,419.4,1677.6
19-05-2022,30,PR001,P029,2,99,198,20,39.6,158.4
19-05-2022,35,PR001,P011,1,1499,1499,20,299.8,1199.2
19-05-2022,48,PR001,P004,2,64999,129998,20,25999.6,103998.4
19-05-2022,7,PR001,P022,3,1999,5997,20,1199.4,4797.6
19-05-2023,48,PR001,P005,3,92499,277497,20,55499.4,221997.6
19-06-2020,22,0,P015,3,8499,25497,0,0,25497
19-06-2020,3,0,P029,1,99,99,0,0,99
19-06-2020,31,0,P016,3,24999,74997,0,0,74997
19-06-2020,38,0,P014,2,4999,9998,0,0,9998
19-06-2020,40,0,P004,2,64999,129998,0,0,129998
19-06-2020,44,0,P027,1,699,699,0,0,699
19-06-2021,25,0,P007,3,6999,20997,0,0,20997
19-06-2021,33,0,P008,2,5499,10998,0,0,10998
19-06-2023,1,0,P001,1,79999,79999,0,0,79999
19-06-2023,27,0,P009,1,3499,3499,0,0,3499
19-06-2023,33,0,P024,2,2799,5598,0,0,5598
19-07-2020,41,PR004,P024,2,2799,5598,50,2799,2799
19-07-2021,19,0,P011,3,1499,4497,0,0,4497
19-07-2021,23,0,P020,2,12999,25998,0,0,25998
19-07-2021,32,0,P011,2,1499,2998,0,0,2998
19-07-2021,49,0,P012,1,2999,2999,0,0,2999
19-07-2022,2,0,P012,1,2999,2999,0,0,2999
19-07-2022,20,0,P027,3,699,2097,0,0,2097
19-07-2022,39,0,P013,1,15999,15999,0,0,15999
19-07-2022,44,0,P011,2,1499,2998,0,0,2998
19-07-2023,18,0,P005,3,92499,277497,0,0,277497
19-07-2023,2,0,P008,3,5499,16497,0,0,16497
19-07-2023,35,0,P014,3,4999,14997,0,0,14997
19-08-2022,16,0,P029,1,99,99,0,0,99
19-08-2022,28,0,P020,3,12999,38997,0,0,38997
19-08-2022,40,0,P021,1,1299,1299,0,0,1299
19-08-2023,11,0,P026,1,5499,5499,0,0,5499
19-08-2023,19,0,P026,3,5499,16497,0,0,16497
19-08-2023,20,0,P018,2,2299,4598,0,0,4598
19-08-2023,27,0,P028,3,349,1047,0,0,1047
19-08-2023,28,0,P010,2,2199,4398,0,0,4398
19-08-2023,45,0,P010,3,2199,6597,0,0,6597
19-09-2020,35,0,P015,2,8499,16998,0,0,16998
19-09-2021,27,0,P023,3,1499,4497,0,0,4497
19-09-2022,39,0,P004,1,64999,64999,0,0,64999
19-09-2022,49,0,P007,3,6999,20997,0,0,20997
19-09-2023,17,0,P013,1,15999,15999,0,0,15999
19-09-2023,39,0,P012,3,2999,8997,0,0,8997
19-09-2023,9,0,P024,2,2799,5598,0,0,5598
19-10-2020,21,0,P005,1,92499,92499,0,0,92499
19-10-2020,22,0,P028,2,349,698,0,0,698
19-10-2020,30,0,P020,1,12999,12999,0,0,12999
19-10-2020,38,0,P028,2,349,698,0,0,698
19-10-2021,11,0,P009,3,3499,10497,0,0,10497
19-10-2021,8,0,P027,1,699,699,0,0,699
19-10-2023,13,0,P017,1,10499,10499,0,0,10499
19-10-2023,41,0,P005,3,92499,277497,0,0,277497
19-11-2020,2,0,P004,1,64999,64999,0,0,64999
19-11-2020,28,0,P010,3,2199,6597,0,0,6597
19-11-2020,32,0,P002,1,69999,69999,0,0,69999
19-11-2020,45,0,P013,1,15999,15999,0,0,15999
19-11-2020,45,0,P014,1,4999,4999,0,0,4999
19-11-2021,29,0,P022,3,1999,5997,0,0,5997
19-11-2021,44,0,P008,2,5499,10998,0,0,10998
19-11-2022,22,0,P029,2,99,198,0,0,198
19-11-2022,3,0,P017,3,10499,31497,0,0,31497
19-11-2023,33,0,P013,1,15999,15999,0,0,15999
19-12-2020,1,0,P001,1,79999,79999,0,0,79999
19-12-2020,9,0,P023,2,1499,2998,0,0,2998
19-12-2021,15,0,P005,2,92499,184998,0,0,184998
19-12-2021,2,0,P009,1,3499,3499,0,0,3499
19-12-2021,32,0,P027,2,699,1398,0,0,1398
19-12-2022,13,0,P007,1,6999,6999,0,0,6999
19-12-2022,13,0,P023,2,1499,2998,0,0,2998
19-12-2022,16,0,P027,3,699,2097,0,0,2097
19-12-2022,23,0,P015,1,8499,8499,0,0,8499
19-12-2022,24,0,P028,2,349,698,0,0,698
19-12-2022,3,0,P016,3,24999,74997,0,0,74997
19-12-2023,11,PR005,P007,2,6999,13998,70,9798.6,4199.4
19-12-2023,15,PR005,P028,2,349,698,70,488.6,209.4
19-12-2023,2,PR005,P020,3,12999,38997,70,27297.9,11699.1
19-12-2023,21,PR005,P026,1,5499,5499,70,3849.3,1649.7
19-12-2023,30,PR005,P003,2,89999,179998,70,125998.6,53999.4
19-12-2023,32,PR005,P005,3,92499,277497,70,194247.9,83249.1
20-01-2020,9,0,P026,2,5499,10998,0,0,10998
20-01-2021,1,0,P028,1,349,349,0,0,349
20-01-2021,10,0,P002,2,69999,139998,0,0,139998
20-01-2021,20,0,P008,2,5499,10998,0,0,10998
20-01-2021,22,0,P002,1,69999,69999,0,0,69999
20-01-2021,31,0,P012,2,2999,5998,0,0,5998
20-01-2023,32,0,P023,2,1499,2998,0,0,2998
20-01-2023,38,0,P002,3,69999,209997,0,0,209997
20-01-2023,48,0,P013,1,15999,15999,0,0,15999
20-01-2023,6,0,P014,2,4999,9998,0,0,9998
20-02-2020,17,0,P014,1,4999,4999,0,0,4999
20-02-2020,24,0,P020,2,12999,25998,0,0,25998
20-02-2020,36,0,P022,1,1999,1999,0,0,1999
20-02-2020,47,0,P019,1,5999,5999,0,0,5999
20-02-2021,25,0,P015,1,8499,8499,0,0,8499
20-02-2021,40,0,P013,1,15999,15999,0,0,15999
20-02-2022,13,0,P025,2,8999,17998,0,0,17998
20-02-2022,28,0,P024,2,2799,5598,0,0,5598
20-02-2022,44,0,P012,2,2999,5998,0,0,5998
20-03-2020,10,0,P026,2,5499,10998,0,0,10998
20-03-2020,28,0,P027,2,699,1398,0,0,1398
20-03-2020,30,0,P011,3,1499,4497,0,0,4497
20-03-2021,1,0,P007,1,6999,6999,0,0,6999
20-03-2021,22,0,P012,1,2999,2999,0,0,2999
20-03-2021,24,0,P003,2,89999,179998,0,0,179998
20-03-2021,31,0,P014,2,4999,9998,0,0,9998
20-03-2022,48,0,P021,3,1299,3897,0,0,3897
20-03-2022,50,0,P021,1,1299,1299,0,0,1299
20-03-2022,8,0,P017,2,10499,20998,0,0,20998
20-03-2023,34,0,P005,2,92499,184998,0,0,184998
20-03-2023,6,0,P011,3,1499,4497,0,0,4497
20-03-2023,7,0,P006,3,7499,22497,0,0,22497
20-04-2020,1,PR001,P002,1,69999,69999,20,13999.8,55999.2
20-04-2020,24,PR001,P007,1,6999,6999,20,1399.8,5599.2
20-04-2020,29,PR001,P004,2,64999,129998,20,25999.6,103998.4
20-04-2020,29,PR001,P023,1,1499,1499,20,299.8,1199.2
20-04-2021,13,PR001,P024,3,2799,8397,20,1679.4,6717.6
20-04-2021,48,PR001,P015,2,8499,16998,20,3399.6,13598.4
20-04-2022,18,PR001,P010,3,2199,6597,20,1319.4,5277.6
20-04-2022,20,PR001,P007,3,6999,20997,20,4199.4,16797.6
20-04-2022,25,PR001,P003,2,89999,179998,20,35999.6,143998.4
20-04-2023,16,PR001,P007,1,6999,6999,20,1399.8,5599.2
20-04-2023,17,PR001,P011,1,1499,1499,20,299.8,1199.2
20-04-2023,19,PR001,P007,2,6999,13998,20,2799.6,11198.4
20-04-2023,27,PR001,P028,2,349,698,20,139.6,558.4
20-04-2023,28,PR001,P022,1,1999,1999,20,399.8,1599.2
20-04-2023,37,PR001,P004,1,64999,64999,20,12999.8,51999.2
20-04-2023,7,PR001,P003,3,89999,269997,20,53999.4,215997.6
20-05-2020,20,PR001,P009,3,3499,10497,20,2099.4,8397.6
20-05-2020,45,PR001,P016,3,24999,74997,20,14999.4,59997.6
20-05-2021,20,PR001,P007,2,6999,13998,20,2799.6,11198.4
20-05-2021,9,PR001,P009,1,3499,3499,20,699.8,2799.2
20-05-2022,3,PR001,P001,3,79999,239997,20,47999.4,191997.6
20-05-2022,33,PR001,P022,3,1999,5997,20,1199.4,4797.6
20-05-2022,41,PR001,P001,3,79999,239997,20,47999.4,191997.6
20-05-2022,8,PR001,P013,2,15999,31998,20,6399.6,25598.4
20-05-2023,19,PR001,P010,2,2199,4398,20,879.6,3518.4
20-05-2023,2,PR001,P024,2,2799,5598,20,1119.6,4478.4
20-06-2020,20,0,P012,3,2999,8997,0,0,8997
20-06-2021,38,0,P027,2,699,1398,0,0,1398
20-06-2021,40,0,P014,2,4999,9998,0,0,9998
20-06-2021,8,0,P027,2,699,1398,0,0,1398
20-06-2023,41,0,P021,2,1299,2598,0,0,2598
20-07-2020,12,0,P030,2,399,798,0,0,798
20-07-2020,17,0,P014,1,4999,4999,0,0,4999
20-07-2020,48,0,P020,3,12999,38997,0,0,38997
20-07-2020,8,0,P010,3,2199,6597,0,0,6597
20-07-2021,26,0,P015,3,8499,25497,0,0,25497
20-07-2021,50,0,P014,2,4999,9998,0,0,9998
20-07-2022,29,0,P010,2,2199,4398,0,0,4398
20-07-2022,3,0,P010,2,2199,4398,0,0,4398
20-07-2022,30,0,P026,2,5499,10998,0,0,10998
20-07-2022,31,0,P020,1,12999,12999,0,0,12999
20-07-2022,46,0,P010,3,2199,6597,0,0,6597
20-07-2023,36,0,P005,3,92499,277497,0,0,277497
20-08-2020,16,0,P024,3,2799,8397,0,0,8397
20-08-2020,9,0,P010,2,2199,4398,0,0,4398
20-08-2021,21,0,P011,2,1499,2998,0,0,2998
20-08-2022,22,0,P029,2,99,198,0,0,198
20-08-2023,13,0,P001,1,79999,79999,0,0,79999
20-08-2023,13,0,P007,3,6999,20997,0,0,20997
20-08-2023,17,0,P006,3,7499,22497,0,0,22497
20-08-2023,35,0,P009,2,3499,6998,0,0,6998
20-08-2023,44,0,P019,1,5999,5999,0,0,5999
20-09-2020,14,0,P007,1,6999,6999,0,0,6999
20-09-2020,28,0,P009,3,3499,10497,0,0,10497
20-09-2020,45,0,P020,1,12999,12999,0,0,12999
20-09-2020,6,0,P019,2,5999,11998,0,0,11998
20-09-2021,11,0,P019,3,5999,17997,0,0,17997
20-09-2021,21,0,P024,2,2799,5598,0,0,5598
20-09-2021,39,0,P009,1,3499,3499,0,0,3499
20-09-2022,34,0,P002,3,69999,209997,0,0,209997
20-09-2022,35,0,P014,2,4999,9998,0,0,9998
20-09-2022,4,0,P002,3,69999,209997,0,0,209997
20-09-2023,15,0,P011,1,1499,1499,0,0,1499
20-09-2023,15,0,P014,1,4999,4999,0,0,4999
20-09-2023,2,0,P006,1,7499,7499,0,0,7499
20-09-2023,47,0,P028,3,349,1047,0,0,1047
20-10-2020,42,0,P003,1,89999,89999,0,0,89999
20-10-2021,16,0,P020,3,12999,38997,0,0,38997
20-10-2023,29,0,P011,1,1499,1499,0,0,1499
20-10-2023,38,0,P012,1,2999,2999,0,0,2999
20-10-2023,43,0,P012,2,2999,5998,0,0,5998
20-10-2023,45,0,P001,2,79999,159998,0,0,159998
20-11-2021,19,0,P029,3,99,297,0,0,297
20-11-2021,42,0,P004,2,64999,129998,0,0,129998
20-11-2022,13,0,P028,3,349,1047,0,0,1047
20-11-2022,17,0,P026,1,5499,5499,0,0,5499
20-11-2022,40,0,P010,1,2199,2199,0,0,2199
20-11-2023,1,0,P020,3,12999,38997,0,0,38997
20-11-2023,19,0,P024,1,2799,2799,0,0,2799
20-12-2020,21,0,P020,1,12999,12999,0,0,12999
20-12-2020,30,0,P008,3,5499,16497,0,0,16497
20-12-2022,12,0,P016,1,24999,24999,0,0,24999
20-12-2022,25,0,P018,2,2299,4598,0,0,4598
20-12-2022,31,0,P020,1,12999,12999,0,0,12999
20-12-2022,46,0,P028,2,349,698,0,0,698
20-12-2023,40,PR005,P023,1,1499,1499,70,1049.3,449.7
20-12-2023,42,PR005,P001,1,79999,79999,70,55999.3,23999.7
20-12-2023,44,PR005,P022,3,1999,5997,70,4197.9,1799.1
21-01-2020,10,0,P014,2,4999,9998,0,0,9998
21-01-2020,24,0,P015,3,8499,25497,0,0,25497
21-01-2020,9,0,P016,2,24999,49998,0,0,49998
21-01-2020,9,0,P016,3,24999,74997,0,0,74997
21-01-2021,29,0,P019,1,5999,5999,0,0,5999
21-01-2022,20,0,P008,2,5499,10998,0,0,10998
21-01-2022,22,0,P024,2,2799,5598,0,0,5598
21-01-2022,34,0,P009,2,3499,6998,0,0,6998
21-01-2022,38,0,P027,2,699,1398,0,0,1398
21-01-2022,8,0,P026,3,5499,16497,0,0,16497
21-01-2023,16,0,P006,3,7499,22497,0,0,22497
21-01-2023,25,0,P012,3,2999,8997,0,0,8997
21-02-2020,12,0,P025,2,8999,17998,0,0,17998
21-02-2021,38,0,P013,3,15999,47997,0,0,47997
21-02-2021,39,0,P012,1,2999,2999,0,0,2999
21-02-2021,8,0,P028,2,349,698,0,0,698
21-02-2022,10,0,P017,2,10499,20998,0,0,20998
21-02-2022,7,0,P005,3,92499,277497,0,0,277497
21-02-2023,22,0,P003,3,89999,269997,0,0,269997
21-03-2021,40,0,P013,2,15999,31998,0,0,31998
21-03-2022,16,0,P018,1,2299,2299,0,0,2299
21-03-2022,28,0,P007,2,6999,13998,0,0,13998
21-03-2022,30,0,P016,3,24999,74997,0,0,74997
21-03-2022,31,0,P002,2,69999,139998,0,0,139998
21-03-2022,31,0,P023,1,1499,1499,0,0,1499
21-03-2022,6,0,P026,2,5499,10998,0,0,10998
21-03-2023,23,0,P028,1,349,349,0,0,349
21-03-2023,4,0,P018,3,2299,6897,0,0,6897
21-04-2020,47,PR001,P003,3,89999,269997,20,53999.4,215997.6
21-04-2020,48,PR001,P013,2,15999,31998,20,6399.6,25598.4
21-04-2020,49,PR001,P019,1,5999,5999,20,1199.8,4799.2
21-04-2021,26,PR001,P007,1,6999,6999,20,1399.8,5599.2
21-04-2021,39,PR001,P012,2,2999,5998,20,1199.6,4798.4
21-04-2021,43,PR001,P001,2,79999,159998,20,31999.6,127998.4
21-04-2022,12,PR001,P018,3,2299,6897,20,1379.4,5517.6
21-04-2022,40,PR001,P026,1,5499,5499,20,1099.8,4399.2
21-04-2022,46,PR001,P010,1,2199,2199,20,439.8,1759.2
21-04-2022,7,PR001,P022,1,1999,1999,20,399.8,1599.2
21-04-2023,27,PR001,P006,3,7499,22497,20,4499.4,17997.6
